unique_id,category,variation,filename paste,file,inches,inch_variance,radius_max,servings_min,servings_max,scale_min,scale_max,rotate_min,rotate_max,center_x,center_y,pie_count
6121,topping-seafood,endangered,6121-topping-seafood-endangered,Y,2,,,,,,,,,,,
6130,topping-seafood,umi,6130-topping-seafood-umi,Y,2,,,,,,,,,,,
6131,topping-seafood,umi,6131-topping-seafood-umi,Y,2,,,,,,,,,,,
6132,topping-seafood,umi,6132-topping-seafood-umi,Y,2,,,,,,,,,,,
6200,topping-bugs,crickets,6200-topping-bugs-crickets,Y,1,,,,,,,,,,,
6201,topping-bugs,crickets,6201-topping-bugs-crickets,Y,1,,,,,,,,,,,
6210,topping-bugs,worms,6210-topping-bugs-worms,Y,4,,,,,,,,,,,
6220,topping-bugs,wasp,6220-topping-bugs-wasp,Y,0.75,,,,,,,,,,,
6230,topping-bugs,cicada,6230-topping-bugs-cicada,Y,1,,,,,,,,,,,
6240,toppings-bugs,maggots,6240-toppings-bugs-maggots,Y,0.25,,,,,,,,,,,
6241,toppings-bugs,maggots,6241-toppings-bugs-maggots,Y,0.25,,,,,,,,,,,
6250,toppings-bugs,spiders,6250-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6251,toppings-bugs,spiders,6251-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6252,toppings-bugs,spiders,6252-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6253,toppings-bugs,spiders,6253-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6254,toppings-bugs,spiders,6254-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6255,toppings-bugs,spiders,6255-toppings-bugs-spiders,Y,1,,,,,,,,,,,
6300,toppings-herb,hibiscus,6300-toppings-herb-hibiscus,Y,5,,,,,,,,,,,
6301,toppings-herb,hibiscus,6301-toppings-herb-hibiscus,Y,5,,,,,,,,,,,
6310,toppings-herb,cannabis,6310-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6311,toppings-herb,cannabis,6311-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6312,toppings-herb,cannabis,6312-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6313,toppings-herb,cannabis,6313-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6314,toppings-herb,cannabis,6314-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6315,toppings-herb,cannabis,6315-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6316,toppings-herb,cannabis,6316-toppings-herb-cannabis,Y,2,,,,,,,,,,,
6320,toppings-herb,basil,6320-toppings-herb-basil,Y,2,,,,,,,,,,,
6321,toppings-herb,basil,6321-toppings-herb-basil,Y,2,,,,,,,,,,,
6322,toppings-herb,basil,6322-toppings-herb-basil,Y,2,,,,,,,,,,,
6330,toppings-herb,hemp,6330-toppings-herb-hemp,Y,2,,,,,,,,,,,
6331,toppings-herb,hemp,6331-toppings-herb-hemp,Y,2,,,,,,,,,,,
6400,topping-eggs,dino,6400-topping-eggs-dino,Y,9,,,,,,,,,,,
6410,topping-eggs,gold,6410-topping-eggs-gold,Y,9,,,,,,,,,,,
6420,topping-eggs,goose,6420-topping-eggs-goose,Y,4.5,,,,,,,,,,,
6421,topping-eggs,faberge,6421-topping-eggs-faberge,N,,,,,,,,,,,,
6500,topping-space,astronaut,6500-topping-space-astronaut,N,,,,,,,,,,,,
6510,topping-space,lunarlander,6510-topping-space-lunarlander,Y,,,,,,,,,,,,
6520,topping-space,sputnik,6520-topping-space-sputnik,N,,,,,,,,,,,,
6530,topping-space,shrimp,6530-topping-space-shrimp,Y,,,,,,,,,,,,
6540,topping-space,robot,6540-topping-space-robot,Y,,,,,,,,,,,,
6550,topping-space,movielight,6550-topping-space-movielight,Y,,,,,,,,,,,,
6560,topping-space,tesla,6560-topping-space-tesla,Y,,,,,,,,,,,,
6570,topping-space,meateorite,6570-topping-space-meateorite,Y,,,,,,,,,,,,
6571,topping-space,meateorite,6571-topping-space-meateorite,Y,,,,,,,,,,,,
6572,topping-space,meateorite,6572-topping-space-meateorite,Y,,,,,,,,,,,,
6573,topping-space,meateorite,6573-topping-space-meateorite,Y,,,,,,,,,,,,
6574,topping-space,meateorite,6574-topping-space-meateorite,Y,,,,,,,,,,,,
6580,topping-space,madamealien,6580-topping-space-madamealien,Y,,,,,,,,,,,,
6581,topping-space,madamealien,6581-topping-space-madamealien,Y,,,,,,,,,,,,
6582,topping-space,madamealien,6582-topping-space-madamealien,Y,,,,,,,,,,,,
6583,topping-space,madamealien,6583-topping-space-madamealien,Y,,,,,,,,,,,,
6584,topping-space,madamealien,6584-topping-space-madamealien,Y,,,,,,,,,,,,
6585,topping-space,madamealien,6585-topping-space-madamealien,Y,,,,,,,,,,,,
6590,topping-space,,6590-topping-space-,N,,,,,,,,,,,,
6700,topping-misc,dilldough,6700-topping-misc-dilldough,Y,,,,,,,,,,,,
6701,topping-misc,dilldough,6701-topping-misc-dilldough,Y,,,,,,,,,,,,
6702,topping-misc,dilldough,6702-topping-misc-dilldough,Y,,,,,,,,,,,,
6703,topping-misc,dilldough,6703-topping-misc-dilldough,Y,,,,,,,,,,,,
6704,topping-misc,dilldough,6704-topping-misc-dilldough,Y,,,,,,,,,,,,
6705,topping-misc,dilldough,6705-topping-misc-dilldough,Y,,,,,,,,,,,,
6710,topping-misc,puzzle,6710-topping-misc-puzzle,Y,,,,,,,,,,,,
6711,topping-misc,puzzle,6711-topping-misc-puzzle,Y,,,,,,,,,,,,
6712,topping-misc,puzzle,6712-topping-misc-puzzle,Y,,,,,,,,,,,,
6713,topping-misc,puzzle,6713-topping-misc-puzzle,Y,,,,,,,,,,,,
6714,topping-misc,puzzle,6714-topping-misc-puzzle,Y,,,,,,,,,,,,
6715,topping-misc,puzzle,6715-topping-misc-puzzle,Y,,,,,,,,,,,,
6720,topping-misc,goldflakes,6720-topping-misc-goldflakes,Y,,,,,,,,,,,,
6721,topping-misc,goldflakes,6721-topping-misc-goldflakes,Y,,,,,,,,,,,,
6722,topping-misc,goldflakes,6722-topping-misc-goldflakes,Y,,,,,,,,,,,,
6730,topping-misc,diamonds,6730-topping-misc-diamonds,Y,,,,,,,,,,,,
6731,topping-misc,diamonds,6731-topping-misc-diamonds,Y,,,,,,,,,,,,
6732,topping-misc,diamonds,6732-topping-misc-diamonds,Y,,,,,,,,,,,,
6740,topping-misc,twinkieweiner,6740-topping-misc-twinkieweiner,Y,,,,,,,,,,,,
6750,topping-misc,paintstrokes,6750-topping-misc-paintstrokes,Y,2,,,,,,,,,,,
6751,topping-misc,paintstrokes,6751-topping-misc-paintstrokes,Y,2,,,,,,,,,,,
6752,topping-misc,paintstrokes,6752-topping-misc-paintstrokes,Y,2,,,,,,,,,,,
6753,topping-misc,paintstrokes,6753-topping-misc-paintstrokes,Y,2,,,,,,,,,,,
6754,topping-misc,paintstrokes,6754-topping-misc-paintstrokes,Y,2,,,,,,,,,,,
6760,topping-misc,thingswitheyes,,,,,,,,,,,,,,
6761,topping-misc,thingswitheyes,,,,,,,,,,,,,,
6762,topping-misc,thingswitheyes,,,,,,,,,,,,,,
6763,topping-misc,thingswitheyes,,,,,,,,,,,,,,
6770,topping-misc,dogtoy,,,,,,,,,,,,,,
6771,topping-misc,dogtoy,,,,,,,,,,,,,,
6772,topping-misc,dogtoy,,,,,,,,,,,,,,
6773,topping-misc,dogtoy,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
6800,topping-snax,snaprocks,6800-topping-snax-snaprocks,Y,0.75,,,,,,,,,,,
6801,topping-snax,snaprocks,6801-topping-snax-snaprocks,Y,0.75,,,,,,,,,,,
6802,topping-snax,snaprocks,6802-topping-snax-snaprocks,Y,0.75,,,,,,,,,,,
6803,topping-snax,snaprocks,6803-topping-snax-snaprocks,Y,0.75,,,,,,,,,,,
6820,topping-snax,starcandies,6820-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6821,topping-snax,starcandies,6821-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6822,topping-snax,starcandies,6822-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6823,topping-snax,starcandies,6823-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6824,topping-snax,starcandies,6824-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6825,topping-snax,starcandies,6825-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6826,topping-snax,starcandies,6826-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6827,topping-snax,starcandies,6827-topping-snax-starcandies,Y,0.75,,,,,,,,,,,
6830,topping-snax,icecream,6830-topping-snax-icecream,Y,6,,,,,,,,,,,
6831,topping-snax,icecream,6831-topping-snax-icecream,Y,6,,,,,,,,,,,
6832,topping-snax,icecream,6832-topping-snax-icecream,Y,6,,,,,,,,,,,
6840,topping-snax,popcorn,6840-topping-snax-popcorn,Y,1,,,,,,,,,,,
6841,topping-snax,popcorn,6841-topping-snax-popcorn,Y,1,,,,,,,,,,,
6842,topping-snax,popcorn,6842-topping-snax-popcorn,Y,1,,,,,,,,,,,
6843,topping-snax,popcorn,6843-topping-snax-popcorn,Y,1,,,,,,,,,,,
6844,topping-snax,popcorn,6844-topping-snax-popcorn,Y,1,,,,,,,,,,,
6845,topping-snax,popcorn,6845-topping-snax-popcorn,Y,1,,,,,,,,,,,
6900,topping-crypto,defifriends,6900-topping-crypto-defifriends,N,,,,,,,,,,,,
7000,extra-crypto,swoledoge,7000-extra-crypto-swoledoge,Y,7,,,,,,,,,,,
7001,extra-crypto,swoledoge,7001-extra-crypto-swoledoge,Y,7,,,,,,,,,,,
7002,extra-crypto,swoledoge,7002-extra-crypto-swoledoge,Y,7,,,,,,,,,,,
7003,extra-crypto,swoledoge,7003-extra-crypto-swoledoge,Y,7,,,,,,,,,,,
7010,extra-crypto,laszlo,7010-extra-crypto-laszlo,Y,5,,,,,,,,,,,
7011,extra-crypto,laszlo,7011-extra-crypto-laszlo,Y,5,,,,,,,,,,,
7012,extra-crypto,laszlo,7012-extra-crypto-laszlo,Y,5,,,,,,,,,,,
7013,extra-crypto,laszlo,7013-extra-crypto-laszlo,Y,5,,,,,,,,,,,
7014,extra-crypto,laszlo,7014-extra-crypto-laszlo,Y,5,,,,,,,,,,,
7100,extra-bugs,maggots,7100-extra-bugs-maggots,Y,0.5,,,,,,,,,,,
7200,extra-misc,chirstmaslights,7200-extra-misc-chirstmaslights,Y,9,,,,,,,,,,,
8000,extra-special,rockandrolltesla,8000-extra-special-rockandrolltesla,Y,2.5,,,,,,,,,,,
8020,extra-special,poplogo,8020-extra-special-poplogo,Y,4,,,,,,,,,,,
8021,extra-special,poplogo,8021-extra-special-poplogo,Y,4,,,,,,,,,,,
8030,extra-special,nyanpizza,8030-extra-special-nyanpizza,Y,6,,,,,,,,,,,
8040,extra-special,buttons,8040-extra-special-buttons,Y,1,,,,,,,,,,,
8041,extra-special,buttons,8041-extra-special-buttons,Y,1,,,,,,,,,,,
8042,extra-special,buttons,8042-extra-special-buttons,Y,1,,,,,,,,,,,
8043,extra-special,buttons,8043-extra-special-buttons,Y,1,,,,,,,,,,,
8044,extra-special,buttons,8044-extra-special-buttons,Y,1,,,,,,,,,,,
8045,extra-special,buttons,8045-extra-special-buttons,Y,1,,,,,,,,,,,
9000,seasoning,pepperflakes,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
8100,extra-squirt,,8100-extra-squirt-,N,,,,,,,,,,,,
8110,extra-squirt,,8110-extra-squirt-,N,,,,,,,,,,,,
8120,extra-squirt,,8120-extra-squirt-,N,,,,,,,,,,,,
8130,extra-squirt,ranch,8130-extra-squirt-ranch,Y,9,,,,,,,,,,,
8140,extra-squirt,cheesewizz,8140-extra-squirt-cheesewizz,Y,8,,,,,,,,,,,
8150,extra-squirt,peptomics,8150-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8151,extra-squirt,peptomics,8151-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8152,extra-squirt,peptomics,8152-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8153,extra-squirt,peptomics,8153-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8154,extra-squirt,peptomics,8154-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8155,extra-squirt,peptomics,8155-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8156,extra-squirt,peptomics,8156-extra-squirt-peptomics,Y,1,,,,,,,,,,,
8160,extra-pizza,mafia,8160-extra-pizza-mafia,Y,,,,,,,,,,,,
8161,extra-pizza,mafia,8161-extra-pizza-mafia,Y,,,,,,,,,,,,
8162,extra-pizza,mafia,8162-extra-pizza-mafia,Y,,,,,,,,,,,,
8163,extra-pizza,mafia,8163-extra-pizza-mafia,Y,,,,,,,,,,,,
8164,extra-pizza,mafia,8164-extra-pizza-mafia,Y,,,,,,,,,,,,
8170,extra-nft,antinfta,8170-extra-nft-antinfta,Y,,,,,,,,,,,,
9000,seasoning-spice,glitter,9000-seasoning-spice-glitter,N,,,,,,,,,,,,
9010,seasoning-spice,cardamon,9010-seasoning-spice-cardamon,N,,,,,,,,,,,,
9020,seasoning-spice,paprika,9020-seasoning-spice-paprika,N,,,,,,,,,,,,
9030,seasoning-spice,blackpepper,9030-seasoning-spice-blackpepper,N,,,,,,,,,,,,
9040,seasoning-spice,pepperflakes,9040-seasoning-spice-pepperflakes,N,,,,,,,,,,,,
9050,seasoning-spice,garlicpowder,9050-seasoning-spice-garlicpowder,N,,,,,,,,,,,,
9060,seasoning-spice,oregano,9060-seasoning-spice-oregano,Y,,,,,,,,,,,,
9060,seasoning-spice,parsley,9060-seasoning-spice-parsley,Y,,,,,,,,,,,,
9061,seasoning-spice,parsley,9061-seasoning-spice-parsley,Y,,,,,,,,,,,,
9062,seasoning-spice,parsley,9062-seasoning-spice-parsley,Y,,,,,,,,,,,,
9063,seasoning-spice,parsley,9063-seasoning-spice-parsley,Y,,,,,,,,,,,,
9051,topping-seafood,Crab,9051-topping-seafood-Crab,N,,,,,,,,,,,,
9052,topping-seafood,Crab Claw,9052-topping-seafood-Crab Claw,N,,,,,,,,,,,,
 ,topping-fruit,banana, -topping-fruit-banana,Y,,,,,,,,,,,,
,,,--,N,,,,,,,,,,,,
,topping-meat,,-topping-meat-,N,,,,,,,,,,,,
9696,topping-fruit,Orange Peel,9696-orangepeel-v1.png,,,,,,,,,,,,,
